Site,Camera,Position,Date,Model,Weather,Min_Temp,Wind_Speed,Rainfall,Moon_Phase,Individual,Species,Size,Sex,Joey,Total,First,Last,V_low,V_mid,V_high,V_toward,V_away,L_towards,L_away,L_across,<5m,5-10m,10-15m,>15m,Grazing,Social,Fighting,Grooming,Investigating,Sniffing,At_Other,Out,Pref_Dist,Pref_Dist2,T_loc
L1,LC1,Front,11/3/2024,Fox,Rainy,9.6,13,6.2,0.017,1,Wombat,,,,18,22:19:16,22:20:42,0,0.055555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.944444444,<5m,0,0
L1,LC1,Front,12/3/2024,Fox,Rainy,9.6,13,6.2,0.017,2,Pademelon,,,,13,05:24:06,05:37:08,0,0.461538462,0,0.153846154,0,0,0.076923077,0,0.846153846,0.153846154,0,0,0.307692308,0,0,0,0,0,0,0,<5m,0,0.076923077
L1,LC1,Front,12/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,3,Wombat,,,,33,23:08:49,23:11:44,0.03030303,0.212121212,0,0.151515152,0.090909091,0.272727273,0.151515152,0.090909091,0.818181818,0.181818182,0,0,0.151515152,0,0,0,0,0,0,0.303030303,<5m,0,0.515151515
L1,LC1,Front,13/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,4,Pademelon,,,,3,03:46:15,03:46:17,0,0,0,0,0,0,0.666666667,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0.666666667,,,0.666666667
L1,LC1,Front,13/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,5,Pademelon,,,,9,03:52:24,03:52:30,0.111111111,0.111111111,0,0,0.222222222,0,0.111111111,0.666666667,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,0.777777778
L1,LC1,Front,13/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,6,Pademelon,,,,4,04:20:16,04:21:37,0,0,0,0,0,0,0.25,0,0,0.75,0.25,0,0.75,0,0,0,0,0,0,0,5-10m,0,0.25
L1,LC1,Front,13/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,7,Pademelon,,,,1,05:18:40,05:18:40,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC1,Front,13/3/2024,Control,Clear,1.5,13,0.2,0.133,8,Rabbit,,,,26,21:09:06,21:10:14,0,0.269230769,0.076923077,0.230769231,0.115384615,0.076923077,0.115384615,0.269230769,1,0,0,0,0.115384615,0,0,0,0.115384615,0,0,0.076923077,<5m,0,0.461538462
L1,LC1,Front,14/3/2024,Control,Clear,1.5,13,0.2,0.133,9,Wombat,,,,15,05:04:35,05:04:54,0,0.266666667,0,0.133333333,0.133333333,0,0.466666667,0.266666667,0,1,0,0,0.2,0,0,0,0,0,0,0,5-10m,0,0.733333333
L1,LC1,Front,15/3/2024,Goat,Clear,-2.2,13,0,0.2208,10,Devil,,,,3,02:13:53,02:13:55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC1,Front,15/3/2024,Thylacine,Clear,0.6,11,0,0.3295,11,Spotted Quoll,,,,1,23:33:41,23:33:41,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC1,Front,15/3/2024,Thylacine,Clear,0.6,11,0,0.3295,12,Pademelon,,,,12,22:59:08,22:59:51,0.166666667,0,0,0,0.166666667,0.083333333,0,0.166666667,0.5,0.5,0,0,0.75,0,0,0,0,0,0,0,,,0.25
L1,LC1,Front,16/3/2024,Control,Clear,4.9,9,0,0.4232,13,Wallaby,,M,0,2,21:33:31,21:33:32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1
L1,LC1,Front,16/3/2024,Control,Clear,4.9,9,0,0.4232,14,Wallaby,,M,0,17,21:35:52,21:37:47,0,0.235294118,0,0.176470588,0.058823529,0,0,0.352941176,0.529411765,0.470588235,0,0,0.529411765,0,0,0,0,0,0,0,<5m,0,0.352941176
L1,LC1,Front,16/3/2024,Control,Clear,4.9,9,0,0.4232,15,Unknown,,,,3,23:37:41,23:37:43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,<5m,0,0
L1,LC1,Front,17/3/2024,Goat,Clear,2.4,11,0,0.4997,16,Possum,,,,3,20:38:16,20:38:18,0,0,0,0,0,0,1,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC1,Front,17/3/2024,Goat,Clear,2.4,11,0,0.4997,17,Wombat,,,,6,23:23:55,23:24:00,0,0,0,0,0,0,0,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,5-10m,0,1
L1,LC1,Front,17/3/2024,Goat,Clear,2.4,11,0,0.4997,18,Eastern Quoll,,,,15,23:48:29,23:49:30,0,0.333333333,0,0.066666667,0.266666667,0.2,0,0.266666667,0.8,0.2,0,0,0,0,0,0,0,0.2,0,0,<5m,0,0.466666667
L1,LC1,Front,18/3/2024,Goat,Clear,2.4,11,0,0.4997,19,Wallaby,,,,2,04:24:55,04:24:56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1
L1,LC1,Front,18/3/2024,Goat,Clear,2.4,11,0,0.4997,20,Wallaby,,,,2,04:24:59,04:25:00,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC1,Front,18/3/2024,Goat,Clear,2.4,11,0,0.4997,21,Wallaby,,,,2,04:36:21,04:36:22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC1,Front,18/3/2024,Goat,Clear,2.4,11,0,0.4997,22,Wallaby,,F,0,18,04:40:17,04:41:03,0.222222222,0.055555556,0.222222222,0.444444444,0.055555556,0,0,0.055555556,0,1,0,0,0.444444444,0,0,0,0.444444444,0,0,0,5-10m,0,0.055555556
L1,LC1,Front,18/3/2024,Goat,Clear,2.4,11,0,0.4997,23,Wallaby,,M,0,20,04:40:18,04:42:28,0.1,0.2,0.15,0.3,0.15,0,0.05,0.3,0.45,0.55,0,0,0.1,0,0,0,0.25,0,0.05,0,5-10m,0,0.35
L1,LC1,Front,18/3/2024,Goat,Clear,2.4,11,0,0.4997,24,Wallaby,,F,0,3,04:46:07,04:46:09,0,0.666666667,0,0.333333333,0.333333333,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,0.333333333
L1,LC1,Front,18/3/2024,Goat,Clear,2.4,11,0,0.4997,25,Wallaby,,,,2,05:25:20,05:25:21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC2,Right,12/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,26,Pademelon,,,,3,22:20:28,22:20:30,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0.666666667,0,0,0,0,0,0,0,5-10m,0,0.333333333
L1,LC2,Right,13/3/2024,Control,Clear,1.5,13,0.2,0.133,27,Wallaby,,F,0,3,22:10:12,22:10:14,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,1,0,0,0.333333333,0,0,0,0,0,0,0,5-10m,0,0.333333333
L1,LC2,Right,14/3/2024,Control,Clear,1.5,13,0.2,0.133,28,Wallaby,,,0,3,04:13:17,04:13:19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L1,LC2,Right,14/3/2024,Control,Clear,1.5,13,0.2,0.133,29,Wallaby,,M,0,12,04:16:29,04:24:58,0,0.083333333,0,0,0.083333333,0,0.083333333,0.083333333,0.75,0.25,0,0,0.833333333,0,0,0,0,0,0,0,<5m,0,0.166666667
L1,LC2,Right,14/3/2024,Control,Clear,1.5,13,0.2,0.133,30,Wallaby,,F,0,6,04:17:24,04:17:33,0,0,0,0,0,0,0,0.333333333,0,1,0,0,1,0,0,0,0,0,0,0,5-10m,0,0.333333333
L1,LC2,Right,14/3/2024,Goat,Clear,-2.2,13,0,0.2208,31,Wallaby,,,,2,20:42:33,20:42:34,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L1,LC2,Right,15/3/2024,Thylacine,Clear,0.6,11,0,0.3295,32,Wallaby,,,,2,20:33:47,20:33:48,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC2,Right,18/3/2024,Goat,Clear,2.4,11,0,0.4997,33,Wallaby,,,,5,04:40:28,04:41:02,0,0.2,0,0.2,0,0,0,0.2,0,1,0,0,0.4,0,0,0,0,0,0,0,5-10m,0,0.2
L1,LC2,Right,18/3/2024,Goat,Clear,2.4,11,0,0.4997,34,Wallaby,,,,4,04:42:29,04:43:31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC2,Right,18/3/2024,Goat,Clear,2.4,11,0,0.4997,35,Wallaby,,,,5,04:42:29,04:42:33,0,0.2,0.6,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.2,10-15m,1,0
L1,LC2,Right,18/3/2024,Goat,Clear,2.4,11,0,0.4997,36,Wallaby,,,,1,04:47:11,04:47:11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1
L1,LC3,Back,12/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,37,Wombat,,,,12,22:30:56,22:31:06,0,0,0,0,0,0,0.333333333,0.666666667,0.083333333,0.75,0.166666667,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC3,Back,14/3/2024,Control,Clear,1.5,13,0.2,0.133,38,Wallaby,,,,1,05:41:26,05:41:26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC3,Back,15/3/2024,Thylacine,Clear,0.6,11,0,0.3295,39,Wombat,,,,6,22:34:02,22:34:25,0,0,0,0,0,0,0,0.5,0,1,0,0,0.333333333,0,0,0,0,0,0,0.5,5-10m,0,0.5
L1,LC3,Back,16/3/2024,Control,Clear,4.9,9,0,0.4232,40,Wallaby,,,,20,21:36:53,21:40:15,0.25,0.35,0,0.45,0.15,0.1,0,0.05,0.75,0.25,0,0,0.2,0,0,0,0.45,0,0,0.05,<5m,0,0.15
L1,LC3,Back,17/3/2024,Goat,Clear,2.4,11,0,0.4997,41,Possum,,,,10,22:15:44,22:19:26,0,0.3,0.1,0.4,0,0,0,0.4,0.7,0.3,0,0,0,0,0,0,0.1,0.2,0,0,<5m,0,0.4
L1,LC3,Back,18/3/2024,Goat,Clear,2.4,11,0,0.4997,42,Wallaby,,F,,9,04:17:46,04:18:05,0.222222222,0.111111111,0,0,0.333333333,0,0,0.111111111,0,1,0,0,0.444444444,0,0,0,0,0,0,0.111111111,5-10m,0,0.111111111
L1,LC3,Back,18/3/2024,Goat,Clear,2.4,11,0,0.4997,43,Wallaby,,M,,7,04:17:46,04:18:05,0.142857143,0.428571429,0,0.142857143,0.428571429,0,0,0.571428571,0,1,0,0,0.142857143,0,0,0,0,0,0,0,5-10m,0,0.571428571
L1,LC3,Back,18/3/2024,Goat,Clear,2.4,11,0,0.4997,44,Unknown,,,,4,04:36:42,04:36:48,0,0,0,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0.75,5-10m,0,0.25
L1,LC3,Back,19/3/2024,Fox,Cloudy,10.7,17,0,0.6265,45,Unknown,,,,3,02:44:34,02:44:36,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,<5m,0,1
L1,LC4,Left,12/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,46,Pademelon,,,,3,22:04:27,22:04:29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,<5m,0,0
L1,LC4,Left,13/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,47,Pademelon,,,,2,03:46:59,03:47:00,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,,,1
L1,LC4,Left,13/3/2024,Thylacine,Cloudy,4.8,11,0.6,0.063,48,Pademelon,,,,3,05:33:53,05:33:55,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L1,LC4,Left,13/3/2024,Control,Clear,1.5,13,0.2,0.133,49,Pademelon,,,,1,20:52:52,20:52:52,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L1,LC4,Left,13/3/2024,Control,Clear,1.5,13,0.2,0.133,50,Pademelon,,,,3,21:24:10,21:24:12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5-10m,0,0
L1,LC4,Left,13/3/2024,Control,Clear,1.5,13,0.2,0.133,51,Pademelon,,,,3,21:31:33,21:31:35,0.333333333,0,0,0.333333333,0,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,5-10m,0,0
L1,LC4,Left,14/3/2024,Control,Clear,1.5,13,0.2,0.133,52,Pademelon,,,,3,02:31:15,02:31:17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L1,LC4,Left,14/3/2024,Control,Clear,1.5,13,0.2,0.133,53,Wallaby,,,,3,03:47:20,03:47:22,0.333333333,0.666666667,0,0,0.666666667,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,0.333333333
L1,LC4,Left,14/3/2024,Control,Clear,1.5,13,0.2,0.133,54,Pademelon,,,,9,04:37:34,04:38:47,0,0,0,0,0,0,0,0.222222222,0,1,0,0,0.444444444,0,0,0,0,0,0,0.444444444,5-10m,0,0.222222222
L1,LC4,Left,15/3/2024,Thylacine,Clear,0.6,11,0,0.3295,55,Wallaby,,,,2,20:36:28,20:36:30,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L1,LC4,Left,15/3/2024,Thylacine,Clear,0.6,11,0,0.3295,56,Pademelon,,,,2,20:37:12,20:37:13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L1,LC4,Left,15/3/2024,Thylacine,Clear,0.6,11,0,0.3295,57,Pademelon,,,,1,20:37:14,20:37:14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,1
L1,LC4,Left,16/3/2024,Control,Clear,4.9,9,0,0.4232,58,Wallaby,,,,12,21:30:05,21:30:28,0.083333333,0.416666667,0.166666667,0.166666667,0.5,0,0,0.25,0,1,0,0,0.166666667,0,0,0,0.083333333,0.166666667,0,0,5-10m,0,0.25
L1,LC4,Left,18/3/2024,Goat,Clear,2.4,11,0,0.4997,59,Wallaby,,,,12,04:14:19,04:14:58,0.25,0.25,0,0.166666667,0.333333333,0,0,0.166666667,0,1,0,0,0.5,0,0,0,0,0,0,0,5-10m,0,0.166666667
L1,LC4,Left,18/3/2024,Goat,Clear,2.4,11,0,0.4997,60,Wallaby,,,,12,04:14:19,04:14:58,0,0.666666667,0,0.583333333,0.083333333,0,0,0.333333333,0,0,1,0,0.083333333,0,0,0,0,0,0,0,10-15m,1,0.333333333
L1,LC4,Left,18/3/2024,Goat,Clear,2.4,11,0,0.4997,61,Wallaby,,,,3,04:24:53,04:24:55,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333,0,0,0,0,0,0,0.666666667,5-10m,0,0
L2,LC5,Front,11/3/2024,Goat,Rainy,9.6,13,6.2,0.017,62,Unknown,,,,1,20:03:16,20:03:16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5-10m,0,0
L2,LC5,Front,12/3/2024,Fox,Cloudy,4.8,11,0.6,0.063,63,Wombat,,,,6,23:42:06,23:42:32,0,0,0,0,0,0.333333333,0,0.333333333,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,,,0.666666667
L2,LC5,Front,13/3/2024,Fox,Cloudy,4.8,11,0.6,0.063,64,Possum,,,,9,03:28:20,03:28:48,0,0,0,0,0,0,0.444444444,0.555555556,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1
L2,LC5,Front,13/3/2024,Goat,Clear,1.5,13,0.2,0.133,65,Rabbit,,,,4,20:44:13,20:44:18,0,0.25,0,0,0.25,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,<5m,0,0.75
L2,LC5,Front,13/3/2024,Goat,Clear,1.5,13,0.2,0.133,66,Rabbit,,,,10,21:22:07,21:22:17,0,0,0,0,0,0.5,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,<5m,0,0.5
L2,LC5,Front,13/3/2024,Goat,Clear,1.5,13,0.2,0.133,67,Rabbit,,,,6,21:53:36,21:53:50,0,0,0,0,0,0.166666667,0,0.333333333,1,0,0,0,0.166666667,0,0,0,0,0,0,0.333333333,<5m,0,0.5
L2,LC5,Front,14/3/2024,Goat,Clear,1.5,13,0.2,0.133,68,Rabbit,,,,8,03:13:47,03:14:06,0,0,0.25,0,0.25,0,0.125,0.125,0.875,0.125,0,0,0.375,0,0,0,0,0,0,0.125,<5m,0,0.25
L2,LC5,Front,14/3/2024,Goat,Clear,1.5,13,0.2,0.133,69,Pademelon,,,,15,02:20:10,02:21:58,0,0,0,0,0,0,0,0.266666667,1,0,0,0,1,0,0,0,0,0,0,0,<5m,0,0.266666667
L2,LC5,Front,14/3/2024,Goat,Clear,1.5,13,0.2,0.133,70,Pademelon,,,,6,03:03:51,03:05:15,0,0.166666667,0,0,0.166666667,0.333333333,0,0,0.833333333,0.166666667,0,0,0,0.5,0,0,0,0,0.333333333,0,<5m,0,0.333333333
L2,LC5,Front,14/3/2024,Goat,Clear,1.5,13,0.2,0.133,71,Pademelon,,,,9,03:03:51,03:06:00,0,0.222222222,0,0.222222222,0,0.222222222,0,0.333333333,0.555555556,0.444444444,0,0,0.111111111,0.111111111,0,0,0,0.111111111,0.111111111,0,<5m,0,0.555555556
L2,LC5,Front,14/3/2024,Goat,Clear,1.5,13,0.2,0.133,72,Pademelon,,,,6,03:12:20,03:12:39,0,0,0,0,0,0,0,0.166666667,1,0,0,0,0.5,0,0,0,0,0,0,0.333333333,<5m,0,0.166666667
L2,LC5,Front,14/3/2024,Goat,Clear,1.5,13,0.2,0.133,73,Wallaby,,,,3,05:44:04,05:44:06,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1
L2,LC5,Front,15/3/2024,Control,Clear,0.6,11,0,0.3295,74,Rabbit,,,,8,21:26:00,21:26:08,0,0,0,0,0,0.625,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,<5m,0,0.625
L2,LC5,Front,16/3/2024,Fox,Clear,4.9,9,0,0.4232,75,Wallaby,,,,3,20:48:50,20:48:52,0.666666667,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,0.333333333
L2,LC5,Front,16/3/2024,Fox,Clear,4.9,9,0,0.4232,76,Rabbit,,,,1,23:14:27,23:14:27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,<5m,0,0
L2,LC5,Front,17/3/2024,Control,Clear,2.4,11,0,0.4997,77,Wombat,,,,3,23:30:23,23:30:25,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L2,LC5,Front,17/3/2024,Control,Clear,2.4,11,0,0.4997,78,Wombat,,,,6,23:43:50,23:44:02,0,0,0,0,0,0,0.166666667,0.833333333,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,10-15m,1,1
L2,LC6,Right,11/3/2024,Goat,Rainy,9.6,13,6.2,0.017,79,Rabbit,,,,4,23:05:38,23:06:13,0,0,0,0,0,0.25,0,0.25,0,1,0,0,0.5,0,0,0,0,0,0,0,5-10m,0,0.5
L2,LC6,Right,12/3/2024,Fox,Cloudy,4.8,11,0.6,0.063,80,Rabbit,,,,6,19:53:38,19:54:01,0,0.833333333,0,0,0.833333333,0,0,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,0.166666667
L2,LC6,Right,13/3/2024,Fox,Cloudy,4.8,11,0.6,0.063,81,Pademelon,,,,6,02:17:22,02:20:07,0,0,0.333333333,0,0.333333333,0.166666667,0.166666667,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,0.666666667
L2,LC6,Right,13/3/2024,Fox,Cloudy,4.8,11,0.6,0.063,82,Wallaby,,F,,9,03:12:57,03:17:24,0.111111111,0,0,0,0.111111111,0,0,0.333333333,0,1,0,0,0.555555556,0,0,0,0,0,0,0,5-10m,0,0.333333333
L2,LC6,Right,13/3/2024,Fox,Cloudy,4.8,11,0.6,0.063,83,Possum,,,,4,03:27:10,03:28:12,0,0.25,0,0.25,0,0.75,0,0,0.25,0.75,0,0,0,0,0,0,0.25,0,0,0,5-10m,0,0.75
L2,LC6,Right,13/3/2024,Fox,Cloudy,4.8,11,0.6,0.063,84,Unknown,,,,1,04:28:08,04:28:08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5-10m,0,0
L2,LC6,Right,13/3/2024,Fox,Cloudy,4.8,11,0.6,0.063,85,Wombat,,,,12,05:55:22,05:55:43,0,0,0,0,0,0,0.5,0.416666667,0,0.583333333,0.416666667,0,0,0,0,0,0,0.083333333,0,0,5-10m,0,0.916666667
L2,LC6,Right,14/3/2024,Goat,Clear,1.5,13,0.2,0.133,86,Wallaby,,,,6,04:14:00,04:17:18,0,0,0.833333333,0.833333333,0,0,0,0,0,1,0,0,0,0,0,0,0.833333333,0,0,0.166666667,5-10m,0,0
L2,LC6,Right,14/3/2024,Goat,Clear,1.5,13,0.2,0.133,87,Wallaby,,,,14,05:31:17,05:43:37,0.214285714,0.214285714,0,0.428571429,0,0.142857143,0,0.142857143,0.785714286,0.214285714,0,0,0.071428571,0,0,0,0.285714286,0,0,0.214285714,<5m,0,0.285714286
L2,LC6,Right,16/3/2024,Fox,Clear,4.9,9,0,0.4232,88,Rabbit,,,,6,21:35:16,21:35:49,0.333333333,0,0,0.333333333,0,0.166666667,0,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0.333333333,5-10m,0,0.333333333
L2,LC6,Right,16/3/2024,Fox,Clear,4.9,9,0,0.4232,89,Wombat,,,,9,22:06:25,22:08:03,0,0,0,0,0,0,0,1,0,1,0,0,0.222222222,0,0,0,0,0,0,0.555555556,5-10m,0,1
L2,LC6,Right,17/3/2024,Fox,Clear,4.9,9,0,0.4232,90,Wombat,,,,3,04:35:58,04:36:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1
L2,LC6,Right,17/3/2024,Control,Clear,2.4,11,0,0.4997,91,Wallaby,,F,,3,21:09:42,21:09:44,0,0,0,0,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,5-10m,0,1
L2,LC6,Right,18/3/2024,Control,Clear,2.4,11,0,0.4997,92,Deer,,F,,3,01:06:54,01:06:56,0,0.333333333,0,0.333333333,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0.333333333,0,0,0,10-15m,1,0.666666667
L2,LC6,Right,18/3/2024,Control,Clear,2.4,11,0,0.4997,93,Deer,,F,,6,01:08:03,01:08:07,0,0,0,0,0,0,0,0.666666667,0,0.833333333,0.166666667,0,0.333333333,0,0,0,0,0,0,0,5-10m,0,0.666666667
L2,LC6,Right,18/3/2024,Control,Clear,2.4,11,0,0.4997,94,Deer,,M,,6,01:08:19,01:08:24,0,0,0,0,0,0,0,0.833333333,0,0.833333333,0.166666667,0,0.166666667,0,0,0,0,0,0,0,5-10m,0,0.833333333
L2,LC6,Right,18/3/2024,Control,Clear,2.4,11,0,0.4997,95,Wallaby,,F,,31,01:38:49,01:44:49,0.064516129,0.258064516,0.258064516,0.451612903,0.129032258,0,0,0,1,0,0,0,0.419354839,0,0,0,0.35483871,0,0,0,<5m,0,0
L2,LC6,Right,18/3/2024,Control,Clear,2.4,11,0,0.4997,96,Deer,,,,3,01:44:49,01:44:51,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L2,LC6,Right,18/3/2024,Control,Clear,2.4,11,0,0.4997,97,Wombat,,,,9,02:42:00,02:42:06,0,0,0,0,0,0,0,0.777777778,0,1,0,0,0,0,0,0,0,0,0,0.222222222,5-10m,0,0.777777778
L2,LC6,Right,18/3/2024,Control,Clear,2.4,11,0,0.4997,98,Wallaby,,,,2,03:11:11,03:11:13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.5,5-10m,0,1
L2,LC6,Right,18/3/2024,Control,Clear,2.4,11,0,0.4997,99,Wallaby,,,,2,03:19:53,03:19:54,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L2,LC6,Right,18/3/2024,Thylacine,Cloudy,10.7,17,0,0.6265,100,Rabbit,,,,3,21:32:20,21:32:22,0,0,0,0,0,0,1,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,5-10m,0,1
L2,LC6,Right,18/3/2024,Thylacine,Cloudy,10.7,17,0,0.6265,101,Wallaby,,,,3,22:38:19,22:38:21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5-10m,0,0
L2,LC6,Right,18/3/2024,Thylacine,Cloudy,10.7,17,0,0.6265,102,Wallaby,,M,,2,23:10:38,23:10:39,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L2,LC6,Right,18/3/2024,Thylacine,Cloudy,10.7,17,0,0.6265,103,Wallaby,,M,,4,23:30:39,23:30:44,0,0.25,0.5,0,0.75,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,0.25
L2,LC6,Right,19/3/2024,Thylacine,Cloudy,10.7,17,0,0.6265,104,Wallaby,,,,2,00:41:40,00:41:41,0,0,0,0,0,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L2,LC6,Right,19/3/2024,Thylacine,Cloudy,10.7,17,0,0.6265,105,Possum,,,,1,03:21:37,03:21:37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1
L2,LC7,Left,14/3/2024,Goat,Clear,1.5,13,0.2,0.133,106,Wallaby,,,,3,04:27:31,04:27:33,0.333333333,0.333333333,0,0,0.666666667,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,0.333333333
L2,LC7,Left,14/3/2024,Thylacine,Clear,-2.2,13,0,0.2208,107,Wallaby,,,,2,20:15:39,20:15:40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L2,LC7,Left,14/3/2024,Thylacine,Clear,-2.2,13,0,0.2208,108,Wallaby,,,,1,20:15:40,20:15:40,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1
L2,LC7,Left,14/3/2024,Thylacine,Clear,-2.2,13,0,0.2208,109,Wallaby,,,,1,22:54:42,22:54:42,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1
L2,LC7,Left,15/3/2024,Control,Clear,0.6,11,0,0.3295,110,Wallaby,,,,9,20:19:23,20:19:44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,<5m,0,0
