Site,Camera,Position,Date,Model,Weather,Min_Temp,Wind_Speed,Rainfall,Moon_Phase,Individual,Species,Size,Sex,Joey,Total,First,Last,V_low,V_mid,V_high,V_toward,V_away,L_towards,L_away,L_across,<5m,5-10m,10-15m,>15m,Grazing,Social,Fighting,Grooming,Investigating,Sniffing,At_Other,Out,Pref_Dist,Pref_Dist2,T_loc,,,,,,,,
Q3,QC10,Right,27/4/2024,Control,,3.6,0,0,0.8757,1520,Wallaby,M,,,34,19:03:53,19:07:51,0.088235294,0.029411765,0,0.117647059,0,0,0,0.205882353,0.441176471,0.588235294,0,0,0.852941176,0,0,0,0.117647059,0,0,0,5-10m,0,0.205882353,,,,,,,,
Q3,QC10,Right,27/4/2024,Control,,3.6,0,0,0.8757,1521,Wallaby,M,,,2,19:27:43,19:27:44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5-10m,0,0,,,,,,,,
Q3,QC10,Right,27/4/2024,Control,,3.6,0,0,0.8757,1522,Wallaby,L,,,14,20:34:12,20:38:49,0,0,0,0,0,0,0.071428571,0.285714286,0,1,0,0,1,0,0,0,0,0,0,0.071428571,5-10m,0,0.357142857,,,,,,,,
Q3,QC10,Right,27/4/2024,Control,,3.6,0,0,0.8757,1523,Wallaby,M,F,P,27,21:12:22,21:16:27,0,0,0,0,0,0.037037037,0.037037037,0,1,0,0,0,1,0,0,0,0,0,0,0,<5m,0,0.074074074,,,,,,,,
Q3,QC10,Right,27/4/2024,Control,,3.6,0,0,0.8757,1524,Wallaby,M,,,3,21:20:50,21:20:52,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q3,QC10,Right,28/4/2024,Fox,,3.5,7,0,0.7985,1525,Wallaby,M,F,,7,18:30:04,18:30:08,0.571428571,0,0,0.428571429,0.142857143,0.142857143,0,0.142857143,0.571428571,0.428571429,0,0,0,0,0,0,0,0,0,0,<5m,0,0.285714286,,,,,,,,
Q3,QC10,Right,28/4/2024,Fox,,3.5,7,0,0.7985,1526,Wallaby,L,M,,8,18:30:05,18:30:10,0,0,0,0,0,0.25,0,0.375,0,1,0,0,0,0.625,0,0,0,0,0,0,5-10m,0,0.625,,,,,,,,
Q3,QC10,Right,28/4/2024,Fox,,3.5,7,0,0.7985,1527,Wallaby,M,,,36,18:36:55,18:39:30,0,0,0,0,0,0,0.111111111,0.138888889,1,0,0,0,0.777777778,0,0,0,0,0,0,0.055555556,<5m,0,0.25,,,,,,,,
Q3,QC10,Right,28/4/2024,Fox,,3.5,7,0,0.7985,1528,Wallaby,L,,,24,18:36:55,18:37:59,0,0,0,0,0,0,0,0.041666667,0,0,1,0,1,0,0,0,0,0,0,0,10-15m,1,0.041666667,,,,,,,,
Q3,QC10,Right,28/4/2024,Fox,,3.5,7,0,0.7985,1529,Wallaby,L,,,9,19:20:07,19:20:51,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0.333333333,0,0,0,0,0,0,0.333333333,5-10m,0,0.333333333,,,,,,,,
Q3,QC10,Right,28/4/2024,Fox,,3.5,7,0,0.7985,1530,Wallaby,M,,,9,19:20:07,19:20:51,0,0.111111111,0,0.111111111,0,0,0,0,0,0,1,0,0.888888889,0,0,0,0,0,0.111111111,0,10-15m,1,0,,,,,,,,
Q3,QC10,Right,28/4/2024,Fox,,3.5,7,0,0.7985,1531,Wallaby,M,,,9,19:20:07,19:20:51,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC10,Right,29/4/2024,Fox,,3.5,7,0,0.7985,1532,Wallaby,M,,,6,01:42:43,01:44:46,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5-10m,0,0,,,,,,,,
Q3,QC10,Right,29/4/2024,Fox,,3.5,7,0,0.7985,1533,Possum,M,,,3,02:15:11,02:15:13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1534,Wallaby,S,,,36,19:33:10,19:55:39,0.08333333,0.08333333,0,0,0.166666667,0,0.194444444,0.055555556,0,0.111111111,0.30555556,0.666666667,0.5,0,0,0,0,0,0.08333333,0.08333333,>15m,1,0.25,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1535,Wallaby,M,,,30,19:33:10,19:51:43,0,0.066666667,0,0.066666667,0,0,0,0,0,0,0.8,0.2,0.933333333,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1536,Wallaby,M,,,36,19:33:10,19:55:39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1537,Wallaby,S,,,6,19:33:10,19:33:14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1538,Wallaby,M,M,,23,19:39:57,19:51:42,0.043478261,0.130434783,0,0.043478261,0.130434783,0,0.043478261,0.130434783,0.52173913,0.434782609,0.043478261,0,0.695652174,0,0,0,0,0,0,0,<5m,0,0.173913043,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1539,Wallaby,S,,,8,19:51:05,19:54:58,0,0,0,0,0,0.125,0,0.125,0.125,0.125,0,0.75,0.375,0,0,0,0,0,0,0.375,>15m,1,0.25,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1540,Kangaroo,M,F,,3,19:55:37,19:55:39,0,0,0.666666667,0,0.666666667,0,0,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,0.333333333,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1541,Kangaroo,S,J,,3,19:55:37,19:55:39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,1,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1542,Wallaby,M,,,3,22:07:26,22:07:28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,1,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1543,Wallaby,S,,,10,22:14:26,22:14:38,0.1,0,0,0,0.1,0,0,0.3,0,1,0,0,0.3,0,0,0,0,0,0,0.4,5-10m,0,0.3,,,,,,,,
Q3,QC11,Back,20/4/2024,Thylacine,,1.5,4,0,0.8942,1544,Wallaby,L,,,6,23:04:08,23:05:56,0.333333333,0,0,0.333333333,0,0,0,0.333333333,0,1,0,0,0.5,0,0,0,0.166666667,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1545,Wallaby,L,M,,49,18:34:22,18:55:00,0,0.081632653,0.06122449,0.06122449,0.081632653,0,0.102040816,0.020408163,0.244897959,0.530612245,0.142857143,0.020408163,0.673469388,0,0,0,0,0,0,0.06122449,5-10m,0,0.12244898,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1546,Wallaby,L,,,21,18:34:22,18:45:16,0.095238095,0,0,0,0.095238095,0,0,0,0,0,0,1,0.904761905,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1547,Wallaby,M,,,9,18:34:22,18:41:02,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0.333333333,0.666666667,0.666666667,0,0,0,0,0,0.333333333,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1548,Wallaby,M,,,21,18:34:22,18:45:16,0,0.19047619,0.047619048,0,0.238095238,0,0,0,0,0,0,1,0.714285714,0,0,0.047619048,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1549,Wallaby,M,,,6,18:34:22,18:37:04,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1550,Wallaby,M,,,9,18:34:22,18:41:02,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0.666666667,0,0,0,0,0,0,0,>15m,1,0.333333333,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1551,Wallaby,M,,,6,18:34:22,18:37:04,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0.5,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1552,Wallaby,M,,,3,18:37:02,18:37:04,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1553,Wallaby,L,,,6,18:37:02,18:41:02,0,0.166666667,0,0,0.166666667,0,0,0.333333333,0,0,0,1,0.5,0,0,0,0,0,0,0,>15m,1,0.333333333,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1554,Wallaby,S,,,12,18:44:24,18:45:16,0,0,0,0,0,0,0,0.083333333,0,0,1,0,1,0,0,0,0,0,0,0,10-15m,1,0.083333333,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1555,Wallaby,M,,,13,18:41:00,18:45:14,0,0,0,0,0,0,0,0.307692308,0,1,0,0,0.384615385,0,0,0,0,0,0,0.307692308,5-10m,0,0.307692308,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1556,Wallaby,L,F,P,26,18:49:05,18:54:59,0,0.230769231,0,0,0.230769231,0,0.076923077,0,0,0,0.115384615,0.884615385,0.692307692,0,0,0,0,0,0,0,>15m,1,0.076923077,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1557,Wallaby,S,,,10,18:54:16,18:54:54,0.1,0.3,0,0.2,0.2,0,0.3,0,0.7,0.3,0,0,0.3,0,0,0,0.2,0,0,0,<5m,0,0.3,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1558,Wallaby,S,,,7,18:54:53,18:54:58,0,0.428571429,0,0,0.428571429,0,0.428571429,0.142857143,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,0.571428571,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1559,Wallaby,S,,,9,18:54:53,18:55:00,0,0.555555556,0,0,0.555555556,0,0.333333333,0.111111111,0,0.666666667,0.111111111,0.222222222,0,0,0,0,0,0,0,0,5-10m,0,0.444444444,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1560,Wallaby,S,,,5,18:54:53,18:54:57,0,0.4,0,0,0.4,0,0.4,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0.2,10-15m,1,0.4,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1561,Wallaby,M,,,3,19:11:38,19:11:40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1562,Wallaby,M,,,6,19:11:38,19:15:59,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1563,Wallaby,S,,,2,19:15:57,19:15:58,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1564,Wallaby,L,M,,21,19:19:39,19:23:08,0,0,0,0,0,0.047619048,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0.142857143,5-10m,0,0.047619048,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1565,Kangaroo,M,,,6,19:19:39,19:20:03,0,0,1,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1566,Kangaroo,S,,,2,19:19:39,19:19:40,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,1,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1567,Wallaby,M,,,51,19:22:48,19:30:19,0.058823529,0.039215686,0,0.039215686,0.058823529,0,0,0.078431373,1,0,0,0,0.764705882,0,0,0,0,0,0.058823529,0,<5m,0,0.078431373,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1568,Wallaby,M,L,,90,19:24:11,19:48:47,0,0.044444444,0.044444444,0.066666667,0.022222222,0.044444444,0,0.133333333,0.433333333,0.255555556,0.177777778,0.133333333,0.711111111,0,0,0,0.066666667,0,0,0.066666667,,,0.177777778,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1569,Wallaby,M,,,33,19:36:36,19:48:09,0,0,0,0,0,0,0,0.060606061,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0.060606061,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1570,Wallaby,M,,,18,19:47:12,19:48:49,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1571,Wallaby,M,,,12,20:08:29,20:09:39,0,0,0,0,0,0,0,0.083333333,1,0,0,0,0.75,0,0,0,0,0,0,0.166666667,<5m,0,0.083333333,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1572,Wallaby,M,,,12,20:08:29,20:09:39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1573,Wallaby,M,,,30,20:25:51,20:26:32,0.033333333,0,0,0,0.033333333,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1574,Unknown,,,,30,20:25:51,20:26:32,0,0.1,0,0,0.1,0,0,0,0,0,0,1,0.966666667,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1575,Wallaby,M,,,25,20:26:06,20:26:32,0.04,0.12,0.12,0.24,0.04,0,0,0.2,1,0,0,0,0.04,0,0,0,0.24,0,0,0.48,<5m,0,0.2,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1576,Wallaby,S,,,3,20:59:37,20:59:39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,1,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1577,Wallaby,M,,,3,21:09:20,21:09:22,0,0,0,0,0,0,0,0.333333333,0,1,0,0,1,0,0,0,0,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1578,Wallaby,M,,,3,21:09:20,21:09:22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1579,Wallaby,M,,,3,21:38:28,21:38:30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1580,Wallaby,M,,,3,21:38:28,21:38:30,0.333333333,0,0,0,0.333333333,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,5-10m,0,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1581,Wallaby,M,,,3,21:38:28,21:38:30,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0.333333333,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1582,Wallaby,M,,,9,21:48:26,21:48:42,0,0.111111111,0,0,0.111111111,0.444444444,0,0.111111111,0.777777778,0.222222222,0,0,0.333333333,0,0,0,0,0,0,0,<5m,0,0.555555556,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1583,Wallaby,M,,,57,21:48:26,21:59:58,0.140350877,0,0,0.01754386,0.122807018,0.052631579,0,0.035087719,0.473684211,0.526315789,0,0,0.561403509,0,0,0,0,0,0,0.228070175,5-10m,0,0.087719298,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1584,Wallaby,M,,,13,21:48:26,21:48:51,0,0,0,0,0,0,0,0.076923077,0,0,1,0,0.923076923,0,0,0,0,0,0,0,10-15m,1,0.076923077,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1585,Wallaby,M,,,42,21:48:26,21:57:35,0.047619048,0.023809524,0,0.023809524,0.047619048,0,0,0.047619048,0,0.071428571,0.785714286,0.142857143,0.904761905,0,0,0,0,0,0,0,10-15m,1,0.047619048,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1586,Wallaby,M,,,12,21:58:11,21:58:32,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0.833333333,0,0,0,0,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1587,Wallaby,M,,,21,21:48:26,21:50:04,0,0.285714286,0,0,0.285714286,0,0,0,0,0,0,1,0.714285714,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1588,Wallaby,S,,,15,21:50:02,21:54:58,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1589,Possum,M,,,3,22:10:44,22:10:46,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1590,Wallaby,M,,,3,22:39:13,22:39:15,0,0,0,0,0,0,0,0.333333333,0,0,1,0,1,0,0,0,0,0,0,0,10-15m,1,0.333333333,,,,,,,,
Q3,QC11,Back,21/4/2024,Goat,,0.7,2,0,0.9453,1591,Wallaby,M,,,2,23:13:26,23:13:27,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1,,,,,,,,
Q3,QC11,Back,22/4/2024,Goat,,0.7,2,0,0.9453,1592,Wallaby,M,,,12,00:04:54,00:05:24,0.166666667,0.083333333,0,0.083333333,0.166666667,0,0,0.333333333,0,1,0,0,0.333333333,0,0,0,0.083333333,0,0,0.166666667,5-10m,0,0.333333333,,,,,,,,
Q3,QC11,Back,22/4/2024,Goat,,0.7,2,0,0.9453,1593,Wallaby,M,,,4,00:41:28,00:42:20,0,0.5,0,0,0.5,0,0,0.25,0,1,0,0,0.25,0,0,0,0,0,0,0,5-10m,0,0.25,,,,,,,,
Q3,QC11,Back,22/4/2024,Goat,,0.7,2,0,0.9453,1594,Possum,M,,,15,01:46:54,01:47:28,0,0,0,0,0,0,0,0.866666667,0.2,0.8,0,0,0,0,0,0,0,0.133333333,0,0,5-10m,0,0.866666667,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1595,Wallaby,M,,,18,18:49:48,19:02:12,0.166666667,0,0,0.166666667,0,0,0,0.111111111,0,0,0.333333333,0.666666667,0.833333333,0,0,0,0,0,0,0,>15m,1,0.111111111,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1596,Wallaby,M,,,21,18:49:48,19:05:29,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,1,0.857142857,0,0,0,0,0,0,0.142857143,>15m,1,0.095238095,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1597,Wallaby,M,,,6,18:49:48,18:50:40,0.333333333,0,0,0.333333333,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1598,Wallaby,M,,,6,18:49:48,18:50:40,0,0,0,0,0,0,0,0.333333333,0,0.5,0.5,0,0.666666667,0,0,0,0,0,0,0,,,0.333333333,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1599,Wallaby,M,,,51,18:58:33,19:09:34,0,0,0,0,0,0,0,0,0,0,0.352941176,0.647058824,0.745098039,0,0,0,0,0,0,0.254901961,>15m,1,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1600,Wallaby,L,M,,93,18:58:33,19:17:09,0.053763441,0,0,0.043010753,0.010752688,0,0,0,0.903225806,0.096774194,0,0,0.88172043,0,0,0,0.032258065,0,0,0.064516129,<5m,0,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1601,Wallaby,L,M,,89,18:59:53,19:17:08,0,0,0,0,0,0,0,0.06741573,1,0,0,0,0.775280899,0,0,0,0,0,0,0.179775281,<5m,0,0.06741573,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1602,Wallaby,M,M,,33,19:02:10,19:07:41,0.060606061,0,0,0,0.060606061,0,0.090909091,0.03030303,0,1,0,0,0.878787879,0,0,0,0,0,0,0,5-10m,0,0.121212121,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1603,Wallaby,L,M,,19,19:05:27,19:06:22,0,0.210526316,0.157894737,0.315789474,0.052631579,0,0,0.157894737,1,0,0,0,0.421052632,0,0,0,0.315789474,0,0,0.052631579,<5m,0,0.157894737,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1604,Wallaby,M,,,54,19:07:34,19:14:23,0.037037037,0,0,0.037037037,0,0,0,0,0,1,0,0,0.796296296,0,0,0,0,0,0,0.166666667,5-10m,0,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1605,Wallaby,,,,117,18:58:33,19:29:27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.145299145,>15m,1,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1606,Wallaby,M,,,21,19:14:18,19:22:35,0,0.285714286,0,0,0.285714286,0,0,0,0,0,0,1,0.714285714,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1607,Wallaby,M,,,18,19:20:33,19:29:16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1608,Wallaby,S,,,24,19:20:33,19:29:27,0,0,0,0,0,0,0,0.083333333,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0.083333333,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1609,Wallaby,M,M,,21,19:22:12,19:29:27,0,0,0,0,0,0,0,0.142857143,0.714285714,0.285714286,0,0,0.428571429,0,0,0,0,0,0,0.571428571,<5m,0,0.142857143,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1610,Wallaby,M,,,12,19:29:14,19:29:27,0.083333333,0,0,0,0.083333333,0,0,0.416666667,0,1,0,0,0.583333333,0,0,0.166666667,0,0,0,0,5-10m,0,0.416666667,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1611,Wallaby,M,,,12,21:28:43,21:29:00,0.083333333,0,0,0,0.083333333,0,0.25,0,0,1,0,0,0.75,0,0,0,0,0,0,0,5-10m,0,0.25,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1612,Unknown,,,,12,21:28:43,21:29:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,>15m,1,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1613,Wallaby,S,,,18,22:06:50,22:14:26,0,0,0,0,0,0,0.111111111,0,0.055555556,0.277777778,0.666666667,0,0.944444444,0,0,0,0,0,0,0,10-15m,1,0.111111111,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1614,Wallaby,M,,,18,22:06:50,22:14:26,0.277777778,0,0,0.277777778,0,0,0,0,0,0,0.5,0.5,0.722222222,0,0,0,0,0,0.111111111,0,,,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1615,Wallaby,M,,,9,22:12:20,22:14:26,0,0.555555556,0,0.555555556,0,0,0,0,1,0,0,0,0,0,0,0,0.555555556,0,0,0.444444444,<5m,0,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1616,Wallaby,M,,,3,22:23:47,22:23:49,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1617,Wallaby,M,,,63,22:23:47,22:32:57,0,0.063492063,0.079365079,0.142857143,0,0.063492063,0,0.047619048,0.238095238,0.476190476,0.285714286,0,0.682539683,0,0,0,0.047619048,0,0,0.095238095,,,0.111111111,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1618,Wallaby,M,,,45,22:25:21,22:32:57,0,0.044444444,0,0,0.044444444,0,0.066666667,0,0.2,0.266666667,0.533333333,0,0.8,0,0,0.066666667,0,0,0,0.022222222,10-15m,1,0.066666667,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1619,Wallaby,M,,,20,22:28:05,22:30:28,0,0,0,0,0,0,0,0.3,1,0,0,0,0.8,0,0,0,0,0,0,0.15,<5m,0,0.3,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1620,Wallaby,M,,,63,22:23:47,22:32:57,0,0.015873016,0,0,0.015873016,0,0,0,0,0,0,1,0.968253968,0,0,0,0,0,0,0.015873016,>15m,1,0,,,,,,,,
Q3,QC11,Back,23/4/2024,Control,,6.8,17,0,0.9982,1621,Wallaby,M,,,60,22:23:50,22:32:57,0.066666667,0.05,0,0.116666667,0,0,0,0.033333333,0,0,0,1,0.6,0,0,0,0,0,0,0.25,>15m,1,0.033333333,,,,,,,,
