Site,Camera,Position,Date,Model,Weather,Min_Temp,Wind_Speed,Rainfall,Moon_Phase,Individual,Species,Size,Sex,Joey,Total,First,Last,V_low,V_mid,V_high,V_toward,V_away,L_towards,L_away,L_across,<5m,5-10m,10-15m,>15m,Grazing,Social,Fighting,Grooming,Investigating,Sniffing,At_Other,Out,Pref_Dist,Pref_Dist2,T_loc,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2562,Pademelon,M,,,3,05:06:21,05:06:23,0,0,0,0,0,0,0,0.666666667,0,1,0,0,0.333333333,0,0,0,0,0,0,0,5-10m,0,0.666666667,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2563,Pademelon,L,,,3,05:08:29,05:08:41,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0.666666667,0,0,0,0,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2564,Pademelon,M,,,3,05:49:56,05:49:58,0,0,0,0,0,0,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0.333333333,5-10m,0,0.666666667,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2565,Pademelon,L,,,5,05:49:56,05:50:07,0,0.2,0,0,0.2,0,0,0.2,0,0,1,0,0.6,0,0,0,0,0,0,0,10-15m,1,0.2,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2566,Pademelon,M,,,2,05:50:06,05:50:07,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2567,Pademelon,L,,,1,05:52:59,05:52:59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2568,Pademelon,M,,,2,06:02:57,06:02:58,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2569,Pademelon,M,,,3,06:02:57,06:02:59,0,0.333333333,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,10-15m,1,0,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2570,Wallaby,M,,,1,06:32:36,06:32:36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2571,Pademelon,L,,,3,06:38:49,06:38:51,0,0.333333333,0,0,0.333333333,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,0.666666667,,,,,,,,
Q7,QC26,Right,28/4/2024,Goat,,3.6,0,0,0.8757,2572,Pademelon,M,,,3,06:58:25,06:58:28,0,0,0,0,0,0,0.333333333,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1,,,,,,,,
Q7,QC26,Right,28/4/2024,Fox,,3.5,7,0,0.7985,2573,Pademelon,L,,,2,19:16:01,19:16:02,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1,,,,,,,,
Q7,QC26,Right,28/4/2024,Fox,,3.5,7,0,0.7985,2574,Possum,M,,,6,19:24:56,19:25:00,0,0.166666667,0,0.166666667,0,0,0,0.166666667,1,0,0,0,0,0,0,0,0,0,0,0.666666667,<5m,0,0.166666667,,,,,,,,
Q7,QC26,Right,28/4/2024,Fox,,3.5,7,0,0.7985,2575,Pademelon,M,,,4,19:29:25,19:29:33,0,0.75,0,0,0.75,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,0.25,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2576,Pademelon,M,,,6,01:42:04,01:42:16,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0.666666667,0,0,0,0,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2577,Wallaby,M,,,4,02:00:07,02:00:09,0.25,0.5,0,0,0.75,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2578,Wallaby,L,M,,6,02:45:24,02:49:55,0,0.333333333,0,0.333333333,0,0.166666667,0,0.166666667,0,1,0,0,0.166666667,0,0.166666667,0,0.166666667,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2579,Wallaby,L,,,12,02:45:24,02:50:13,0.75,0.166666667,0,0,0.916666667,0,0,0.083333333,0,1,0,0,0,0,0,0,0,0,0.416666667,0,5-10m,0,0.083333333,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2580,Wallaby,L,M,,7,02:49:53,02:50:11,0,0.428571429,0,0.285714286,0.142857143,0,0,0.285714286,0.142857143,0.857142857,0,0,0,0,0.285714286,0,0,0,0.428571429,0,5-10m,0,0.285714286,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2581,Wallaby,M,F,,9,02:56:49,02:56:58,0,0,0,0,0,0,0,0.222222222,0,1,0,0,0.888888889,0,0,0,0,0,0,0,5-10m,0,0.222222222,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2582,Pademelon,M,,,3,03:05:20,03:05:22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2583,Wallaby,M,,,12,03:05:20,03:09:51,0.083333333,0.25,0,0.166666667,0.166666667,0,0,0,1,0,0,0,0.166666667,0,0,0.5,0,0,0.083333333,0,<5m,0,0,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2584,Pademelon,M,,,3,03:09:49,03:09:51,0,0,0,0,0,0,0,0.333333333,1,0,0,0,0.666666667,0,0,0,0,0,0,0,<5m,0,0.333333333,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2585,Wallaby,M,,,41,03:15:58,03:16:46,0.073170732,0.341463415,0,0.146341463,0.268292683,0,0.024390244,0.073170732,1,0,0,0,0.512195122,0,0,0,0.146341463,0,0.073170732,0,<5m,0,0.097560976,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2586,Wallaby,M,,,33,03:16:08,03:16:46,0,0,0,0,0,0,0,0.03030303,0,1,0,0,0.96969697,0,0,0,0,0,0,0,5-10m,0,0.03030303,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2587,Wallaby,M,,,3,04:09:18,04:09:20,0,0,0,0,0,0,0,0.666666667,0,1,0,0,0.333333333,0,0,2,0,0,0,0,5-10m,0,0.666666667,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2588,Wallaby,L,,,3,04:09:18,04:09:20,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10-15m,1,0,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2589,Wallaby,M,,,12,04:21:15,04:24:54,0,0,0,0,0,0,0.083333333,0,0,0,1,0,0.916666667,0,0,0,0,0,0,0,10-15m,1,0.083333333,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2590,Wallaby,M,,,3,04:21:15,04:21:17,0.333333333,0.333333333,0,0,0.666666667,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2591,Wallaby,M,,,6,04:23:04,04:24:54,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0.166666667,0,0.666666667,0,0,0,0,0,0,0,,,0.333333333,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2592,Wallaby,M,,,1,05:33:42,05:33:42,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1,,,,,,,,
Q7,QC26,Right,29/4/2024,Fox,,3.5,7,0,0.7985,2593,Wallaby,M,,,3,05:40:00,05:40:02,0.333333333,0.666666667,0,0.666666667,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0,5-10m,0,0,,,,,,,,
Q7,QC27,Back,20/4/2024,Control,,1.5,4,0,0.8942,2594,Pademelon,M,,,3,19:46:31,19:46:33,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,0.333333333,0.666666667,0,0.333333333,0,0,0,0,0,0,0,10-15m,1,0.333333333,,,,,,,,
Q7,QC27,Back,21/4/2024,Thylacine,,0.7,2,0,0.9453,2595,Pademelon,M,,,3,19:05:49,19:05:51,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,23/4/2024,Control,,6.8,17,0,0.9982,2596,Pademelon,M,,,3,19:23:07,19:23:07,0.666666667,0,0,0,0.666666667,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q7,QC27,Back,23/4/2024,Control,,6.8,17,0,0.9982,2597,Pademelon,M,,,3,20:30:33,20:30:35,0,0.666666667,0,0,0.666666667,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,0.333333333,,,,,,,,
Q7,QC27,Back,23/4/2024,Control,,6.8,17,0,0.9982,2598,Wallaby,M,,,4,22:55:08,22:57:42,0,0,0,0,0,0,0,0.25,0,0.25,0.75,0,0.75,0,0,0,0,0,0,0,10-15m,1,0.25,,,,,,,,
Q7,QC27,Back,23/4/2024,Control,,6.8,17,0,0.9982,2599,Wallaby,M,,,3,23:06:14,23:06:16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,1,,,,,,,,
Q7,QC27,Back,24/4/2024,Control,,6.8,17,0,0.9982,2600,Wallaby,M,,,4,00:09:56,00:10:20,0,0.5,0,0.5,0,0.25,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,0.5,,,,,,,,
Q7,QC27,Back,24/4/2024,Control,,6.8,17,0,0.9982,2601,Pademelon,M,,,4,00:33:37,00:33:53,0,0.25,0,0,0.25,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,0.75,,,,,,,,
Q7,QC27,Back,24/4/2024,Control,,6.8,17,0,0.9982,2602,Wallaby,M,,,9,07:37:24,07:40:20,0,0.111111111,0,0.111111111,0,0,0,0.444444444,0,1,0,0,0.222222222,0.111111111,0,0,0.111111111,0,0,0.111111111,5-10m,0,0.444444444,,,,,,,,
Q7,QC27,Back,24/4/2024,Control,,6.8,17,0,0.9982,2603,Wallaby,S,,,6,07:37:24,07:40:00,0,0,0,0,0,0,0,0.666666667,0,1,0,0,0,0.166666667,0,0,0,0,0,0.166666667,5-10m,0,0.666666667,,,,,,,,
Q7,QC27,Back,24/4/2024,Control,,6.8,17,0,0.9982,2604,Wallaby,L,,,3,07:37:24,07:37:26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q7,QC27,Back,24/4/2024,Control,,6.8,17,0,0.9982,2605,Wallaby,M,,,6,07:37:24,07:40:00,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0,1,0.333333333,0,0,0.5,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,24/4/2024,Control,,6.8,17,0,0.9982,2606,Wallaby,M,,,9,07:37:24,07:40:20,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,24/4/2024,Control,,6.8,17,0,0.9982,2607,Wallaby,M,,,9,07:37:24,07:40:20,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,24/4/2024,Goat,,6.6,7,10.2,1,2608,Wallaby,M,,,3,18:21:15,18:21:17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,24/4/2024,Goat,,6.6,7,10.2,1,2609,Wallaby,M,,,3,18:22:17,18:22:19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1,,,,,,,,
Q7,QC27,Back,24/4/2024,Goat,,6.6,7,10.2,1,2610,Wallaby,M,,,3,18:22:17,18:22:19,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,24/4/2024,Goat,,6.6,7,10.2,1,2611,Pademelon,M,,,3,19:56:58,19:59:00,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q7,QC27,Back,24/4/2024,Goat,,6.6,7,10.2,1,2612,Pademelon,S,,,1,20:13:44,20:13:44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1,,,,,,,,
Q7,QC27,Back,24/4/2024,Goat,,6.6,7,10.2,1,2613,Pademelon,L,,,6,23:22:47,23:22:52,0,0,0,0,0,0,0,0.666666667,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,,,0.666666667,,,,,,,,
Q7,QC27,Back,24/4/2024,Goat,,6.6,7,10.2,1,2614,Pademelon,M,,,7,23:22:47,23:23:08,0,0,0,0,0,0.285714286,0,0.142857143,0,0.571428571,0.428571429,0,0.571428571,0,0,0,0,0,0,0,5-10m,0,0.428571429,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2615,Pademelon,M,,,3,00:33:00,00:33:02,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2616,Wallaby,S,,,3,01:53:36,01:53:38,0,0.333333333,0,0.333333333,0,0,0,0.666666667,1,0,0,0,0,0,0,0,0.333333333,0,0,0,<5m,0,0.666666667,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2617,Unknown,,,,3,01:53:36,01:53:38,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2618,Wallaby,M,,,9,02:30:11,02:37:26,0.333333333,0,0,0.111111111,0.222222222,0,0,0.111111111,1,0,0,0,0.333333333,0.222222222,0,0,0.111111111,0,0,0,<5m,0,0.111111111,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2619,Pademelon,M,,,1,02:30:11,02:30:11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2620,Wallaby,M,,,9,02:30:11,02:37:26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5-10m,0,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2621,Wallaby,M,,,4,02:37:19,02:37:24,0.25,0.25,0,0,0.5,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,<5m,0,0.5,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2622,Pademelon,L,,,3,03:22:55,03:22:57,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0.333333333,0,0,0,0,0,0,0,5-10m,0,0.666666667,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2623,Pademelon,M,,,3,03:22:55,03:22:57,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2624,Pademelon,M,,,3,03:22:55,03:22:57,0.333333333,0,0,0,0.333333333,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,5-10m,0,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2625,Wallaby,M,,,6,03:40:38,03:40:54,0,0.333333333,0.166666667,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,,,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2626,Pademelon,M,,,1,03:40:38,03:40:38,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10-15m,1,1,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2627,Wallaby,L,,,6,03:40:38,03:40:54,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,,,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2628,Wallaby,M,,,3,03:40:52,03:40:54,0,0,0,0,0,0,0.666666667,0,0,0.333333333,0.666666667,0,0.333333333,0,0,0,0,0,0,0,10-15m,1,0.666666667,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2629,Wallaby,M,,,3,03:40:52,03:40:54,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2630,Wallaby,M,,,18,04:38:49,04:40:50,0,0.277777778,0,0.166666667,0.111111111,0,0,0,1,0,0,0,0.222222222,0,0,0,0.055555556,0,0,0.5,<5m,0,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2631,Wallaby,M,,,12,05:01:42,05:02:57,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2632,Wallaby,M,,,54,05:01:42,05:11:02,0.074074074,0.333333333,0,0.166666667,0.240740741,0,0,0.018518519,1,0,0,0,0.518518519,0,0,0,0.166666667,0,0,0.055555556,<5m,0,0.018518519,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2633,Wallaby,S,,,2,05:06:16,05:06:17,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2634,Wallaby,M,,,54,05:01:42,05:11:02,0.018518519,0.259259259,0.37037037,0.055555556,0.592592593,0,0,0,0,0.444444444,0.555555556,0,0.351851852,0,0,0,0,0,0,0,10-15m,1,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2635,Wallaby,M,,,30,05:06:16,05:07:29,0,0.533333333,0.2,0.233333333,0.5,0,0,0,0,0,0,1,0.266666667,0,0,0,0,0,0.2,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2636,Wallaby,M,,,15,05:06:16,05:06:39,0.533333333,0,0,0.533333333,0,0.066666667,0,0,0,1,0,0,0.4,0,0,0,0,0,0,0,5-10m,0,0.066666667,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2637,Wallaby,M,,,2,05:07:06,05:07:07,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2638,Unknown,M,,,4,05:07:17,05:07:19,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2639,Wallaby,M,,,3,05:20:04,05:20:06,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0.666666667,0,0,0,0,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2640,Pademelon,M,,,3,05:31:47,05:31:49,0,0.666666667,0,0,0.666666667,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,2,0,<5m,0,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2641,Wallaby,M,,,1,05:51:18,05:51:18,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2642,Pademelon,M,,,3,05:51:18,05:51:20,0,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0,0.333333333,10-15m,1,0.666666667,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2643,Wallaby,M,,,3,07:41:03,07:41:05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5-10m,0,0,,,,,,,,
Q7,QC27,Back,25/4/2024,Goat,,6.6,7,10.2,1,2644,Wallaby,M,,,4,07:51:48,07:53:14,0,0.5,0,0.5,0,0.25,0,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0,5-10m,0,0.5,,,,,,,,
Q7,QC27,Back,25/4/2024,Thylacine,,2,0,0,0.976,2645,Pademelon,M,,,6,19:27:31,19:27:48,0,0.333333333,0,0,0.333333333,0,0,0.5,0,1,0,0,0.166666667,0,0,0,0,0,0,0,5-10m,0,0.5,,,,,,,,
Q7,QC27,Back,25/4/2024,Thylacine,,2,0,0,0.976,2646,Pademelon,M,,,3,19:47:30,19:47:32,0,0,0,0,0,0,1,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2647,Pademelon,M,,,1,04:52:41,04:52:41,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,<5m,0,1,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2648,Pademelon,L,,,34,05:33:54,05:36:25,0.176470588,0.058823529,0,0,0.235294118,0,0,0.117647059,0,1,0,0,0.235294118,0,0,0,0,0,0,0.441176471,5-10m,0,0.117647059,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2649,Pademelon,S,,,42,05:33:54,05:36:39,0,0.071428571,0,0,0.071428571,0,0.023809524,0.023809524,0.714285714,0.285714286,0,0,0.214285714,0.071428571,0.595238095,0,0,0,0,0,<5m,0,0.047619048,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2650,Pademelon,M,,,30,05:34:21,05:36:30,0,0.033333333,0,0,0.033333333,0,0.033333333,0,1,0,0,0,0,0.2,0.733333333,0,0,0,0.033333333,0,<5m,0,0.033333333,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2651,Pademelon,M,,,10,05:59:18,05:59:34,0,0.4,0,0.4,0,0.1,0,0.3,1,0,0,0,0.1,0,0,0.1,0.2,0,0,0,<5m,0,0.4,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2652,Pademelon,M,,,13,06:28:59,06:29:47,0.076923077,0,0.461538462,0,0,0.461538462,0.076923077,0,0,1,0,0,0,0.076923077,0.153846154,0.230769231,0,0,0,0,5-10m,0,0.538461538,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2653,Pademelon,L,,,16,06:28:59,06:29:59,0,0.1875,0,0.1875,0,0.125,0.125,0.0625,0.1875,0.8125,0,0,0,0.0625,0.4375,0,0,0,0.0625,0,5-10m,0,0.3125,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2654,Pademelon,M,,,15,06:28:59,06:29:49,0.2,0.333333333,0,0.466666667,0.066666667,0,0,0.2,0,1,0,0,0,0.066666667,0.2,0,0,0,0.4,0,5-10m,0,0.2,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2655,Pademelon,M,,,1,06:57:06,06:57:06,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2656,Wallaby,S,,,3,07:20:36,07:20:38,0,0.666666667,0,0.666666667,0,0.333333333,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q7,QC27,Back,26/4/2024,Thylacine,,2,0,0,0.976,2657,Wallaby,M,,,3,07:27:38,07:27:40,0,0.666666667,0,0.666666667,0,0,0,0.333333333,0,1,0,0,0,0,0,0,0.666666667,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q7,QC27,Back,26/4/2024,Fox,,-0.3,0,0,0.9353,2658,Wallaby,M,,,2,18:38:32,18:38:33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,26/4/2024,Fox,,-0.3,0,0,0.9353,2659,Wallaby,L,,,3,18:38:32,18:38:34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,>15m,1,0,,,,,,,,
Q7,QC27,Back,26/4/2024,Fox,,-0.3,0,0,0.9353,2660,Pademelon,M,,,3,21:47:40,21:47:42,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,1,0,0,0.333333333,0,0,0,0,0,0,0,5-10m,0,0.333333333,,,,,,,,
Q7,QC27,Back,26/4/2024,Fox,,-0.3,0,0,0.9353,2661,Wallaby,M,,,1,22:47:57,22:47:57,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,27/4/2024,Goat,,3.6,0,0,0.8757,2662,Pademelon,M,,,4,20:49:42,20:49:50,0,0.25,0,0.25,0,0,0,0.75,0,1,0,0,0,0,0,0,0.25,0,0,0,5-10m,0,0.75,,,,,,,,
Q7,QC27,Back,27/4/2024,Goat,,3.6,0,0,0.8757,2663,Pademelon,M,,,2,21:52:20,21:52:21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,27/4/2024,Goat,,3.6,0,0,0.8757,2664,Pademelon,M,,,2,22:04:28,22:04:29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5-10m,0,1,,,,,,,,
Q7,QC27,Back,27/4/2024,Goat,,3.6,0,0,0.8757,2665,Wallaby,M,,,9,23:17:23,23:26:04,0,0.111111111,0,0.111111111,0,0.111111111,0,0,0,1,0,0,0.777777778,0,0,0,0,0,0,0,5-10m,0,0.111111111,,,,,,,,
Q7,QC27,Back,27/4/2024,Goat,,3.6,0,0,0.8757,2666,Wallaby,L,,,6,23:21:35,23:26:04,0,0,0,0,0,0,0,0.333333333,0,1,0,0,1,0,0,0,0,0,0,0,5-10m,0,0.333333333,,,,,,,,
